code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,if (...) NULL,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
RADNYFJ,GRAND NANCY METROPOLE HB,BRAUX benjamin,USAM NIMES GARD,MAURICE franck,J13,24,28,rencontre_D1H_2122_538.pdf,11,13,13,R,-1,-1,0,1,1,H,1,1,D1,2122,NA,24,NA,NA
RADNYFK,HBC NANTES,RODRIGUEZ alberto,CHAMBERY SAVOIE HB,MATHE erick,J13,38,29,rencontre_D1H_2122_539.pdf,16,17,17,R,-1,1,1,1,1,H,1,1,D1,2122,31,26,5,0.418609179139461
RADNYFN,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,US CRETEIL HANDBALL,DELGADO fernando,J13,28,28,rencontre_D1H_2122_542.pdf,15,13,13,R,1,0,0,1,1,H,1,0,D1,2122,24,21,3,-0.251165507483676
RADNYFO,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J14,29,31,rencontre_D1H_2122_543.pdf,15,17,17,R,-1,-1,0,1,1,H,1,1,D1,2122,34,26,8,1.47173367155882
RADNYFQ,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,CESSON RENNES METROPOLE HB,LERICHE sebastien,J14,29,28,rencontre_D1H_2122_545.pdf,15,12,12,R,1,1,1,1,1,H,1,1,D1,2122,21,27,-6,-0.697137002317335
RADNYFR,ISTRES PROVENCE HANDBALL,DEROT gilles,US CRETEIL HANDBALL,DELGADO fernando,J14,26,26,rencontre_D1H_2122_546.pdf,13,15,15,R,-1,0,1,1,1,H,0,0,D1,2122,20,23,-3,-0.232379000772445
RADNYFT,HBC NANTES,RODRIGUEZ alberto,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J14,29,30,rencontre_D1H_2122_548.pdf,13,10,10,R,1,-1,0,1,1,H,1,1,D1,2122,34,39,-5,-0.542217668469038
RADNYFU,USAM NIMES GARD,MAURICE franck,SAINT RAPHAEL VHB,FORTUNEANU dan,J14,23,30,rencontre_D1H_2122_549.pdf,13,16,16,R,-1,-1,0,1,1,H,1,1,D1,2122,27,NA,NA,NA
RADNYFV,SARAN LOIRET HB,COURTIAL fabien,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J14,26,32,rencontre_D1H_2122_550.pdf,12,15,15,R,-1,-1,0,1,1,H,1,1,D1,2122,NA,24,NA,NA
RADNYFX,C'CHARTRES METROPOLE HANDBALL,SALAET toni,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J15,31,32,rencontre_D1H_2122_552.pdf,19,16,16,R,1,-1,0,1,1,H,1,0,D1,2122,27,35,-8,-0.99935343825504
RADNYFY,US CRETEIL HANDBALL,DELGADO fernando,CHAMBERY SAVOIE HB,MATHE erick,J15,29,31,rencontre_D1H_2122_553.pdf,14,14,14,R,0,-1,0,0,1,H,1,1,D1,2122,25,30,-5,-0.711078407989163
RADNYGD,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,ISTRES PROVENCE HANDBALL,DEROT gilles,J15,30,25,rencontre_D1H_2122_558.pdf,12,11,11,R,1,1,1,1,1,H,1,1,D1,2122,29,22,7,0.442021713074345
RADNYGE,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,GRAND NANCY METROPOLE HB,BRAUX benjamin,J16,33,27,rencontre_D1H_2122_559.pdf,15,13,13,R,1,1,1,1,1,H,1,1,D1,2122,38,NA,NA,NA
RADNYGG,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,MONTPELLIER HANDBALL,CANAYER patrice,J16,26,31,rencontre_D1H_2122_561.pdf,13,13,13,R,0,-1,0,1,1,H,1,1,D1,2122,25,32,-7,0.102161888847759
RADNYGI,LIMOGES HAND,STEFANOVIC rastko,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J16,30,32,rencontre_D1H_2122_563.pdf,14,14,14,R,0,-1,0,1,1,H,0,1,D1,2122,NA,28,NA,NA
RADNYGJ,HBC NANTES,RODRIGUEZ alberto,SAINT RAPHAEL VHB,FORTUNEANU dan,J16,38,32,rencontre_D1H_2122_564.pdf,16,13,13,R,1,1,1,1,1,H,1,1,D1,2122,38,NA,NA,NA
RADNYGK,USAM NIMES GARD,MAURICE franck,US CRETEIL HANDBALL,ESPARRE christophe,J16,30,26,rencontre_D1H_2122_565.pdf,13,11,11,R,1,1,1,1,1,H,1,1,D1,2122,30,26,4,0.944997471841774
RADNYGL,SARAN LOIRET HB,COURTIAL fabien,CESSON RENNES METROPOLE HB,LERICHE sebastien,J16,22,24,rencontre_D1H_2122_566.pdf,12,10,10,R,1,-1,0,1,1,H,1,1,D1,2122,NA,30,NA,NA
RADNYGN,CHAMBERY SAVOIE HB,MATHE erick,HBC NANTES,RODRIGUEZ alberto,J17,25,32,rencontre_D1H_2122_568.pdf,15,16,16,R,-1,-1,0,1,1,H,1,1,D1,2122,36,41,-5,-0.485947094150436
RADNYGO,C'CHARTRES METROPOLE HANDBALL,SALAET toni,SARAN LOIRET HB,COURTIAL fabien,J17,23,30,rencontre_D1H_2122_569.pdf,13,16,16,R,-1,-1,0,1,1,H,1,1,D1,2122,31,NA,NA,NA
RADNYGQ,USAM NIMES GARD,MAURICE franck,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J17,28,29,rencontre_D1H_2122_571.pdf,16,15,15,R,1,-1,0,1,1,H,1,0,D1,2122,33,41,-8,-0.833052161400748
RADNYGR,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,LIMOGES HAND,STEFANOVIC rastko,J17,44,29,rencontre_D1H_2122_572.pdf,19,17,17,R,1,1,1,0,1,H,1,1,D1,2122,48,NA,NA,NA
RADNYGT,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J17,26,23,rencontre_D1H_2122_574.pdf,11,10,10,R,1,1,1,1,1,H,1,1,D1,2122,33,26,7,0.90247317485081
RADNYGU,US CRETEIL HANDBALL,DELGADO fernando,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J18,31,30,rencontre_D1H_2122_575.pdf,16,14,14,R,1,1,1,1,1,H,1,1,D1,2122,30,32,-2,-0.0873215370551402
RADNYGV,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,SAINT RAPHAEL VHB,FORTUNEANU dan,J18,26,25,rencontre_D1H_2122_576.pdf,13,12,12,R,1,1,1,1,1,H,1,0,D1,2122,27,NA,NA,NA
RADNYGY,MONTPELLIER HANDBALL,CANAYER patrice,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J18,35,32,rencontre_D1H_2122_579.pdf,19,18,18,R,1,1,1,1,1,H,1,1,D1,2122,36,36,0,0
RADNYGZ,GRAND NANCY METROPOLE HB,BRAUX benjamin,CHAMBERY SAVOIE HB,MATHE erick,J18,32,36,rencontre_D1H_2122_580.pdf,13,16,16,R,-1,-1,0,1,1,H,1,1,D1,2122,NA,37,NA,NA
RADNYHB,SARAN LOIRET HB,COURTIAL fabien,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J18,27,30,rencontre_D1H_2122_582.pdf,13,16,16,R,-1,-1,0,0,1,H,1,1,D1,2122,NA,44,NA,NA
RADNYHC,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,SAINT RAPHAEL VHB,FORTUNEANU dan,J19,25,29,rencontre_D1H_2122_583.pdf,13,11,11,R,1,-1,0,1,1,H,0,1,D1,2122,47,NA,NA,NA
RADNYHE,CHAMBERY SAVOIE HB,MATHE erick,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J19,27,33,rencontre_D1H_2122_585.pdf,12,12,12,R,0,-1,0,1,1,H,1,1,D1,2122,40,54,-14,-1.31499002556459
RADNYHF,ISTRES PROVENCE HANDBALL,DEROT gilles,LIMOGES HAND,STEFANOVIC rastko,J19,27,32,rencontre_D1H_2122_586.pdf,13,15,15,R,-1,-1,0,1,1,H,1,1,D1,2122,27,NA,NA,NA
RADNYHG,HBC NANTES,RODRIGUEZ alberto,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J19,29,25,rencontre_D1H_2122_587.pdf,10,13,13,R,-1,1,1,1,1,H,1,1,D1,2122,47,30,17,1.11872285756987
RADNYHH,USAM NIMES GARD,MAURICE franck,GRAND NANCY METROPOLE HB,BRAUX benjamin,J19,29,29,rencontre_D1H_2122_588.pdf,14,15,15,R,-1,0,1,1,1,H,0,1,D1,2122,35,NA,NA,NA
RADNYHI,SARAN LOIRET HB,COURTIAL fabien,MONTPELLIER HANDBALL,CANAYER patrice,J19,18,31,rencontre_D1H_2122_589.pdf,12,12,12,R,0,-1,0,1,1,H,1,1,D1,2122,NA,39,NA,NA
RADNYHK,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CHAMBERY SAVOIE HB,MATHE erick,J20,26,29,rencontre_D1H_2122_591.pdf,12,14,14,R,-1,-1,0,1,1,H,1,1,D1,2122,35,41,-6,-1.37697763806474
RADNYHL,US CRETEIL HANDBALL,DELGADO fernando,SARAN LOIRET HB,COURTIAL fabien,J20,32,31,rencontre_D1H_2122_592.pdf,15,15,15,R,0,1,1,1,1,H,1,1,D1,2122,34,NA,NA,NA
RADNYHN,LIMOGES HAND,STEFANOVIC rastko,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J20,27,33,rencontre_D1H_2122_594.pdf,14,16,16,R,-1,-1,0,1,1,H,1,1,D1,2122,NA,48,NA,NA
RADNYHO,MONTPELLIER HANDBALL,CANAYER patrice,CESSON RENNES METROPOLE HB,LERICHE sebastien,J20,33,26,rencontre_D1H_2122_595.pdf,16,13,13,R,1,1,1,1,1,H,1,1,D1,2122,42,40,2,0.0917985092043157
RADNYHQ,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,HBC NANTES,RODRIGUEZ alberto,J20,34,28,rencontre_D1H_2122_597.pdf,18,15,15,R,1,1,1,1,0,H,1,0,D1,2122,57,50,7,1.00978360124747
RADNYHR,SAINT RAPHAEL VHB,FORTUNEANU dan,USAM NIMES GARD,MAURICE franck,J20,31,32,rencontre_D1H_2122_598.pdf,16,16,16,R,0,-1,0,1,1,H,1,0,D1,2122,NA,37,NA,NA
RADNYHT,CESSON RENNES METROPOLE HB,LERICHE sebastien,SAINT RAPHAEL VHB,FORTUNEANU dan,J21,32,29,rencontre_D1H_2122_600.pdf,17,14,14,R,1,1,1,0,0,H,1,1,D1,2122,41,NA,NA,NA
RADNYHU,ISTRES PROVENCE HANDBALL,DEROT gilles,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J21,27,30,rencontre_D1H_2122_601.pdf,12,11,11,R,1,-1,0,1,1,H,1,1,D1,2122,29,42,-13,-1.12571816157968
RADNYHX,HBC NANTES,RODRIGUEZ alberto,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J21,40,36,rencontre_D1H_2122_604.pdf,18,21,21,R,-1,1,1,1,1,H,1,1,D1,2122,51,36,15,1.12571816157968
RADNYHZ,SARAN LOIRET HB,COURTIAL fabien,DUNKERQUE HANDBALL GRAND LITTORAL,CALBRY arnaud,J21,28,27,rencontre_D1H_2122_606.pdf,15,15,15,R,0,1,1,1,1,H,1,1,D1,2122,NA,34,NA,NA
RADNYIA,CHAMBERY SAVOIE HB,MATHE erick,USAM NIMES GARD,CHAUVET jerome,J22,28,29,rencontre_D1H_2122_607.pdf,17,16,16,R,1,-1,0,1,1,H,1,1,D1,2122,46,41,5,0.201617034853792
RADNYIB,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CESSON RENNES METROPOLE HB,LERICHE sebastien,J22,33,31,rencontre_D1H_2122_608.pdf,14,14,14,R,0,1,1,1,1,H,1,1,D1,2122,37,44,-7,-0.728923126009863
RADNYIC,US CRETEIL HANDBALL,DELGADO fernando,HBC NANTES,RODRIGUEZ alberto,J22,31,35,rencontre_D1H_2122_609.pdf,16,18,18,R,-1,-1,0,1,1,H,1,1,D1,2122,40,54,-14,-1.27173821984699
RADNYIF,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J22,37,32,rencontre_D1H_2122_612.pdf,17,14,14,R,1,1,1,0,1,H,1,1,D1,2122,63,53,10,0.589342101880315
RADNYIG,SAINT RAPHAEL VHB,FORTUNEANU dan,GRAND NANCY METROPOLE HB,BRAUX benjamin,J22,35,27,rencontre_D1H_2122_613.pdf,15,16,16,R,-1,1,1,1,1,H,0,1,D1,2122,NA,NA,NA,NA
RADNYIH,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,SARAN LOIRET HB,COURTIAL fabien,J22,31,27,rencontre_D1H_2122_614.pdf,15,15,15,R,0,1,1,1,1,H,1,1,D1,2122,45,NA,NA,NA
RADNYIJ,CESSON RENNES METROPOLE HB,LERICHE sebastien,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J23,23,30,rencontre_D1H_2122_616.pdf,9,12,12,R,-1,-1,0,1,1,H,1,1,D1,2122,45,66,-21,-0.991008166818401
RADNYIL,LIMOGES HAND,STEFANOVIC rastko,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J23,26,36,rencontre_D1H_2122_618.pdf,16,18,18,R,-1,-1,0,0,1,H,1,1,D1,2122,NA,48,NA,NA
RADNYIO,USAM NIMES GARD,CHAUVET jerome,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J23,39,34,rencontre_D1H_2122_621.pdf,18,21,21,R,-1,1,1,1,1,H,1,1,D1,2122,44,40,4,0.55744209383535
RADNYIS,US CRETEIL HANDBALL,DELGADO fernando,SAINT RAPHAEL VAR HANDBALL,FORTUNEANU dan,J24,32,33,rencontre_D1H_2122_625.pdf,16,18,18,R,-1,-1,0,0,1,H,1,0,D1,2122,42,46,-4,-0.207019667802706
RADNYIU,MONTPELLIER HANDBALL,CANAYER patrice,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J24,33,27,rencontre_D1H_2122_627.pdf,14,14,14,R,0,1,1,1,1,H,1,1,D1,2122,54,28,26,1.53194554174003
RADNYIW,SARAN LOIRET HANDBALL,COURTIAL fabien,USAM NIMES GARD,CHAUVET jerome,J24,25,32,rencontre_D1H_2122_629.pdf,12,15,15,R,-1,-1,0,1,1,H,1,1,D1,2122,33,47,-14,-0.786674737650284
RADNYIX,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,CESSON RENNES METROPOLE HB,LERICHE sebastien,J24,34,27,rencontre_D1H_2122_630.pdf,16,15,15,R,1,1,1,1,1,H,0,0,D1,2122,51,46,5,0.314669895060114
RADNYIY,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J25,32,28,rencontre_D1H_2122_631.pdf,15,13,13,R,1,1,1,1,1,H,1,1,D1,2122,60,44,16,1.07935912121595
RADNYIZ,CESSON RENNES METROPOLE HB,LERICHE sebastien,CHAMBERY SAVOIE MT-BLANC HB,MATHE erick,J25,27,34,rencontre_D1H_2122_632.pdf,12,13,13,R,-1,-1,0,1,1,H,1,1,D1,2122,47,NA,NA,NA
RADNYJA,ISTRES PROVENCE HANDBALL,DEROT gilles,SARAN LOIRET HANDBALL,COURTIAL fabien,J25,26,20,rencontre_D1H_2122_633.pdf,13,10,10,R,1,1,1,1,1,H,1,1,D1,2122,33,34,-1,-0.350441273122062
RADNYJB,LIMOGES HANDBALL,STEFANOVIC rastko,HBC NANTES,RODRIGUEZ alberto,J25,23,31,rencontre_D1H_2122_634.pdf,11,13,13,R,-1,-1,0,1,1,H,1,1,D1,2122,NA,61,NA,NA
RADNYJE,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,MONTPELLIER HANDBALL,CANAYER patrice,J25,37,33,rencontre_D1H_2122_637.pdf,17,18,18,R,-1,1,1,0,1,H,1,1,D1,2122,72,57,15,0.995253215666657
RADNYJF,SAINT RAPHAEL VAR HANDBALL,FORTUNEANU dan,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,J25,33,30,rencontre_D1H_2122_638.pdf,16,15,15,R,1,1,1,1,1,H,1,1,D1,2122,49,54,-5,-0.686864895319242
RADNYJJ,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,US CRETEIL HANDBALL,DELGADO fernando,J26,25,28,rencontre_D1H_2122_642.pdf,14,11,11,R,1,-1,0,1,1,H,1,1,D1,2122,43,44,-1,-0.199240641582715
RADNYJK,MONTPELLIER HANDBALL,CANAYER patrice,LIMOGES HANDBALL,STEFANOVIC rastko,J26,33,29,rencontre_D1H_2122_643.pdf,16,13,13,R,1,1,1,1,1,H,1,1,D1,2122,58,NA,NA,NA
RADNYJL,HBC NANTES,RODRIGUEZ alberto,CESSON RENNES METROPOLE HB,LERICHE sebastien,J26,31,26,rencontre_D1H_2122_644.pdf,13,11,11,R,1,1,1,1,1,H,1,1,D1,2122,64,48,16,0.684348290653675
RADNYJM,SARAN LOIRET HANDBALL,COURTIAL fabien,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,J26,30,26,rencontre_D1H_2122_645.pdf,16,13,13,R,1,1,1,1,1,H,1,1,D1,2122,35,32,3,0.00866263659055284
RADNYJO,CESSON RENNES METROPOLE HB,LERICHE sebastien,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J27,28,25,rencontre_D1H_2122_647.pdf,10,13,13,R,-1,1,1,1,1,H,1,1,D1,2122,49,66,-17,-0.864037118434645
RADNYJR,MONTPELLIER HANDBALL,CANAYER patrice,HBC NANTES,RODRIGUEZ alberto,J27,27,29,rencontre_D1H_2122_650.pdf,12,13,13,R,-1,-1,0,1,1,H,1,1,D1,2122,61,67,-6,-0.372429792428726
RADNYJS,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J27,34,31,rencontre_D1H_2122_651.pdf,16,19,19,R,-1,1,1,1,1,H,1,1,D1,2122,33,46,-13,-0.685270818068857
RADNYJT,USAM NIMES GARD,CHAUVET jerome,ISTRES PROVENCE HANDBALL,DEROT gilles,J27,33,31,rencontre_D1H_2122_652.pdf,16,16,16,R,0,1,1,1,1,H,1,1,D1,2122,56,37,19,0.744859584857453
RADNYJY,C'CHARTRES METROPOLE HANDBALL,SALAET toni,MONTPELLIER HANDBALL,CANAYER patrice,J28,33,37,rencontre_D1H_2122_657.pdf,17,17,17,R,0,-1,0,1,1,H,1,1,D1,2122,47,62,-15,-0.513261618586617
RADNYJZ,ISTRES PROVENCE HANDBALL,DEROT gilles,CESSON RENNES METROPOLE HB,LERICHE sebastien,J28,29,28,rencontre_D1H_2122_658.pdf,16,16,16,R,0,1,1,1,1,H,1,1,D1,2122,38,52,-14,-0.457269442013531
RADNYKD,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J28,33,36,rencontre_D1H_2122_662.pdf,17,15,15,R,1,-1,0,1,1,H,1,1,D1,2122,59,81,-22,-0.905206854598215
RADNYKF,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,C'CHARTRES METROPOLE HANDBALL,SALAET toni,J29,33,27,rencontre_D1H_2122_664.pdf,15,15,15,R,0,1,1,1,1,H,1,1,D1,2122,46,48,-2,0.42691493755809
RADNYKG,MONTPELLIER HANDBALL,CANAYER patrice,CHAMBERY SAVOIE MT-BLANC HB,MATHE erick,J29,36,29,rencontre_D1H_2122_665.pdf,16,17,17,R,-1,1,1,1,1,H,1,1,D1,2122,65,NA,NA,NA
RADNYKH,GRAND NANCY METROPOLE HANDBALL,BRAUX benjamin,HBC NANTES,RODRIGUEZ alberto,J29,24,32,rencontre_D1H_2122_666.pdf,16,14,14,R,1,-1,0,1,1,H,1,1,D1,2122,39,73,-34,-1.43598660814994
RADNYKI,USAM NIMES GARD,CHAUVET jerome,CESSON RENNES METROPOLE HB,LERICHE sebastien,J29,32,28,rencontre_D1H_2122_667.pdf,15,14,14,R,1,1,1,1,1,H,1,1,D1,2122,60,53,7,0.950855997288472
RADNYKL,FENIX TOULOUSE HANDBALL,ANDELKOVIC danijel,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J29,29,33,rencontre_D1H_2122_670.pdf,13,16,16,R,-1,-1,0,1,1,H,1,0,D1,2122,60,70,-10,-0.0388104488689172
RADNYKM,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,MONTPELLIER HANDBALL,CANAYER patrice,J30,33,36,rencontre_D1H_2122_671.pdf,16,18,18,R,-1,-1,0,1,1,H,1,1,D1,2122,73,68,5,-0.260739395595034
RADNYKP,C'CHARTRES METROPOLE HANDBALL,SALAET toni,SAINT RAPHAEL VAR HANDBALL,FORTUNEANU dan,J30,36,33,rencontre_D1H_2122_674.pdf,18,16,16,R,1,1,1,1,1,H,1,0,D1,2122,49,60,-11,-1.26197867467996
RADNYKR,LIMOGES HANDBALL,STEFANOVIC rastko,USAM NIMES GARD,CHAUVET jerome,J30,36,39,rencontre_D1H_2122_676.pdf,17,19,19,R,-1,-1,0,1,1,H,1,1,D1,2122,NA,63,NA,NA
RADNYWA,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,GRAND BESANCON DOUBS HANDBALL,GUILLAUME benoit,J1,33,24,rencontre_D2H_2122_20970.pdf,13,10,10,R,1,1,1,1,1,H,1,1,D2,2122,0,0,0,0
RADNYWC,CAVIGAL NICE HANDBALL,ROURA eduard,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J1,29,26,rencontre_D2H_2122_20972.pdf,14,11,11,R,1,1,1,1,1,H,1,1,D2,2122,0,NA,NA,NA
RADNYWD,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,DIJON METROPOLE HB,CHADUTEAUD ulrich,J1,21,24,rencontre_D2H_2122_20973.pdf,10,13,13,R,-1,-1,0,0,1,H,1,1,D2,2122,0,NA,NA,NA
RADNYWE,SELESTAT ALSACE HANDBALL,VIENNET christophe,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J1,27,26,rencontre_D2H_2122_20974.pdf,16,13,13,R,1,1,1,1,1,H,1,1,D2,2122,0,NA,NA,NA
RADNYWF,TREMBLAY HANDBALL,SILVA joel,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J1,27,26,rencontre_D2H_2122_20975.pdf,15,14,14,R,1,1,1,1,1,H,1,1,D2,2122,0,0,0,0
RADNYWG,VALENCE HANDBALL,FORETS eric,VILLEURBANNE HANDBALL,ZUZO semir,J1,27,26,rencontre_D2H_2122_20976.pdf,13,10,10,R,1,1,1,1,1,H,1,1,D2,2122,0,0,0,0
RADNYWI,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,CAEN HANDBALL,BEDOS roch,J2,31,29,rencontre_D2H_2122_20978.pdf,13,10,10,R,1,1,1,0,0,H,1,1,D2,2122,NA,1,NA,NA
RADNYWJ,DIJON METROPOLE HB,CHADUTEAUD ulrich,VALENCE HANDBALL,FORETS eric,J2,34,26,rencontre_D2H_2122_20979.pdf,16,13,13,R,1,1,1,0,1,H,1,1,D2,2122,NA,3,NA,NA
RADNYWK,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,CAVIGAL NICE HANDBALL,ROURA eduard,J2,31,28,rencontre_D2H_2122_20980.pdf,14,13,13,R,1,1,1,1,1,H,1,1,D2,2122,3,3,0,0
RADNYWL,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,TREMBLAY HANDBALL,SILVA joel,J2,28,27,rencontre_D2H_2122_20981.pdf,13,14,14,R,-1,1,1,1,1,H,1,1,D2,2122,3,3,0,0
RADNYWM,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J2,26,21,rencontre_D2H_2122_20982.pdf,14,11,11,R,1,1,1,1,0,H,1,1,D2,2122,1,1,0,0
RADNYWO,VILLEURBANNE HANDBALL,ZUZO semir,ANGERS SCO HANDBALL,DUPIN guillaume,J2,26,23,rencontre_D2H_2122_20984.pdf,14,13,13,R,1,1,1,1,1,H,1,1,D2,2122,1,1,0,0
RADNYWP,ANGERS SCO HANDBALL,DUPIN guillaume,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J3,33,30,rencontre_D2H_2122_20985.pdf,15,12,12,R,1,1,1,1,1,H,1,1,D2,2122,2,NA,NA,NA
RADNYWQ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J3,25,26,rencontre_D2H_2122_20986.pdf,11,8,8,R,1,-1,0,0,1,H,1,1,D2,2122,5,4,1,-0.239045721866879
RADNYWR,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,J3,28,32,rencontre_D2H_2122_20987.pdf,16,15,15,R,1,-1,0,1,0,H,1,1,D2,2122,6,6,0,0
RADNYWS,CAVIGAL NICE HANDBALL,ROURA eduard,DIJON METROPOLE HB,CHADUTEAUD ulrich,J3,35,29,rencontre_D2H_2122_20988.pdf,15,12,12,R,1,1,1,1,1,H,1,1,D2,2122,4,NA,NA,NA
RADNYWT,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J3,31,22,rencontre_D2H_2122_20989.pdf,13,13,13,R,0,1,1,1,1,H,1,1,D2,2122,2,NA,NA,NA
RADNYWV,VALENCE HANDBALL,FORETS eric,TREMBLAY HANDBALL,SILVA joel,J3,22,24,rencontre_D2H_2122_20991.pdf,9,10,10,R,-1,-1,0,1,1,H,1,1,D2,2122,4,4,0,0
RADNYWY,CAEN HANDBALL,BEDOS roch,CAVIGAL NICE HANDBALL,ROURA eduard,J4,33,25,rencontre_D2H_2122_20994.pdf,14,11,11,R,1,1,1,1,1,H,1,1,D2,2122,3,7,-4,-1.17953564923918
RADNYWZ,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,VALENCE HANDBALL,FORETS eric,J4,30,31,rencontre_D2H_2122_20995.pdf,14,16,16,R,-1,-1,0,1,1,H,1,1,D2,2122,NA,5,NA,NA
RADNYXE,TREMBLAY HANDBALL,SILVA joel,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J4,24,23,rencontre_D2H_2122_21000.pdf,12,12,12,R,0,1,1,1,1,H,1,1,D2,2122,7,6,1,0.294883912309794
RADNYXG,DIJON METROPOLE HB,CHADUTEAUD ulrich,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J5,22,20,rencontre_D2H_2122_21002.pdf,9,8,8,R,1,1,1,1,1,H,1,1,D2,2122,NA,NA,NA,NA
RADNYXI,MASSY ESSONNE HANDBALL,LEFEBVRE thomas,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J5,39,30,rencontre_D2H_2122_21004.pdf,17,14,14,R,1,1,1,1,1,H,1,1,D2,2122,10,7,3,0.78860037234564
RADNYXK,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,TREMBLAY HANDBALL,SILVA joel,J5,25,27,rencontre_D2H_2122_21006.pdf,13,12,12,R,1,-1,0,1,1,H,1,1,D2,2122,6,10,-4,-0.867460409580204
