code_rencontre,club_recevant,coach_recevant,club_visiteur,coach_visiteur,journee,score_final_r,score_final_v,fichier,score_recevant_min,score_visiteur_min,equipe,statut_min,statut_final,effet_positif,TM_derniere_min,TM_derniere_min_adverse,HF,DM,DM_adverse,division,saison,points_recevant,points_visiteur,diff_point,diff_point_norm
PADFTYN,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,J5,26,24,rencontre_D2H_2021_563.pdf,25,23,R,1,1,1,1,0,H,1,0,D2,2021,8,6,2,-1.12089707663561
PADFTYP,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,CAVIGAL NICE HANDBALL,MARCOS asier,J5,28,25,rencontre_D2H_2021_565.pdf,27,25,R,1,1,1,0,0,H,0,0,D2,2021,10,5,5,0.320256307610174
PADFTZU,ANGERS SCO HANDBALL,DUPIN guillaume,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J10,24,24,rencontre_D2H_2021_596.pdf,24,23,R,1,0,0,0,0,H,0,0,D2,2021,10,16,-6,-0.707106781186548
PADFTZV,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,DIJON METROPOLE HB,CHADUTEAUD ulrich,J10,24,20,rencontre_D2H_2021_597.pdf,23,20,R,1,1,1,0,0,H,0,0,D2,2021,20,NA,NA,NA
PADFUAA,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J10,25,29,rencontre_D2H_2021_602.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D2,2021,NA,21,NA,NA
PADFUAF,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,GRAND NANCY METROPOLE HB,BRAUX benjamin,J11,28,29,rencontre_D2H_2021_607.pdf,27,29,R,-1,-1,0,1,1,H,0,0,D2,2021,24,NA,NA,NA
PADFUAG,SARAN LOIRET HB,COURTIAL fabien,SELESTAT ALSACE HANDBALL,VIENNET christophe,J11,28,26,rencontre_D2H_2021_608.pdf,27,25,R,1,1,1,0,0,H,0,0,D2,2021,NA,23,NA,NA
PADFUAI,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J12,26,26,rencontre_D2H_2021_610.pdf,25,26,R,-1,0,1,0,1,H,0,0,D2,2021,18,25,-7,-1.35225564067071
PADFUAL,CAVIGAL NICE HANDBALL,MARCOS asier,VALENCE HANDBALL,FORETS eric,J12,30,27,rencontre_D2H_2021_613.pdf,29,26,R,1,1,1,0,0,H,0,0,D2,2021,18,19,-1,-0.15025062674119
PADFUAP,ANGERS SCO HANDBALL,DUPIN guillaume,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J13,29,25,rencontre_D2H_2021_617.pdf,28,25,R,1,1,1,0,0,H,0,0,D2,2021,14,20,-6,-1.14875354327913
PADFUAR,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J13,24,22,rencontre_D2H_2021_619.pdf,23,22,R,1,1,1,0,0,H,0,0,D2,2021,NA,26,NA,NA
PADFUAU,SARAN LOIRET HB,COURTIAL fabien,GRAND NANCY METROPOLE HB,BRAUX benjamin,J13,31,30,rencontre_D2H_2021_622.pdf,30,29,R,1,1,1,1,0,H,1,1,D2,2021,NA,NA,NA,NA
PADFUAV,VALENCE HANDBALL,FORETS eric,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J13,34,33,rencontre_D2H_2021_623.pdf,33,32,R,1,1,1,0,0,H,0,0,D2,2021,20,NA,NA,NA
PADFUAX,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,SELESTAT ALSACE HANDBALL,VIENNET christophe,J14,25,22,rencontre_D2H_2021_625.pdf,24,22,R,1,1,1,0,0,H,0,0,D2,2021,27,27,0,0
PADFUBB,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,DIJON METROPOLE HB,CHADUTEAUD ulrich,J14,23,22,rencontre_D2H_2021_629.pdf,22,22,R,0,1,1,1,1,H,1,0,D2,2021,NA,NA,NA,NA
PADFUBD,ANGERS SCO HANDBALL,DUPIN guillaume,CAVIGAL NICE HANDBALL,MARCOS asier,J15,25,29,rencontre_D2H_2021_631.pdf,25,28,R,-1,-1,0,0,0,H,0,0,D2,2021,18,27,-9,-1.15290240512368
PADFUBE,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J15,21,23,rencontre_D2H_2021_632.pdf,20,23,R,-1,-1,0,0,1,H,0,0,D2,2021,28,NA,NA,NA
PADFUBF,DIJON METROPOLE HB,CHADUTEAUD ulrich,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J15,23,23,rencontre_D2H_2021_633.pdf,23,22,R,1,0,0,1,0,H,1,0,D2,2021,NA,30,NA,NA
PADFUBP,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,ANGERS SCO HANDBALL,DUPIN guillaume,J16,26,25,rencontre_D2H_2021_643.pdf,25,24,R,1,1,1,1,0,H,0,1,D2,2021,NA,19,NA,NA
PADFUBR,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,VALENCE HANDBALL,FORETS eric,J17,30,28,rencontre_D2H_2021_645.pdf,30,27,R,1,1,1,0,0,H,0,0,D2,2021,24,30,-6,-0.707106781186548
PADFUBS,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,ANGERS SCO HANDBALL,DUPIN guillaume,J17,24,27,rencontre_D2H_2021_646.pdf,24,26,R,-1,-1,0,0,0,H,0,0,D2,2021,31,20,11,0.707106781186548
PADFUBV,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J17,26,25,rencontre_D2H_2021_649.pdf,25,24,R,1,1,1,1,0,H,1,1,D2,2021,38,NA,NA,NA
PADFUBZ,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J18,25,27,rencontre_D2H_2021_653.pdf,24,26,R,-1,-1,0,0,0,H,0,0,D2,2021,32,34,-2,0.632236802809761
PADFUCB,DIJON METROPOLE HB,CHADUTEAUD ulrich,SARAN LOIRET HB,COURTIAL fabien,J18,27,29,rencontre_D2H_2021_655.pdf,27,28,R,-1,-1,0,0,1,H,0,0,D2,2021,NA,NA,NA,NA
PADFUCC,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J18,30,32,rencontre_D2H_2021_656.pdf,29,32,R,-1,-1,0,0,0,H,0,0,D2,2021,24,27,-3,0.520665602313921
PADFUCE,VALENCE HANDBALL,FORETS eric,GRAND NANCY METROPOLE HB,BRAUX benjamin,J18,25,26,rencontre_D2H_2021_658.pdf,24,25,R,-1,-1,0,0,0,H,0,0,D2,2021,31,NA,NA,NA
PADFUCG,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,VALENCE HANDBALL,FORETS eric,J19,28,24,rencontre_D2H_2021_660.pdf,27,24,R,1,1,1,0,0,H,0,0,D2,2021,37,32,5,-0.707106781186548
PADFUCJ,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J19,30,29,rencontre_D2H_2021_663.pdf,29,27,R,1,1,1,0,0,H,1,0,D2,2021,44,33,11,0.707106781186548
PADFUCR,SELESTAT ALSACE HANDBALL,VIENNET christophe,GRAND NANCY METROPOLE HB,BRAUX benjamin,J20,31,32,rencontre_D2H_2021_671.pdf,30,32,R,-1,-1,0,0,1,H,0,0,D2,2021,35,NA,NA,NA
PADFUCS,VALENCE HANDBALL,FORETS eric,CAVIGAL NICE HANDBALL,MARCOS asier,J20,31,29,rencontre_D2H_2021_672.pdf,31,28,R,1,1,1,0,0,H,1,0,D2,2021,33,38,-5,-0.707106781186548
PADFUCY,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,DIJON METROPOLE HB,CHADUTEAUD ulrich,J21,25,26,rencontre_D2H_2021_678.pdf,25,25,R,0,-1,0,0,0,H,0,1,D2,2021,25,NA,NA,NA
PADFUDD,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,CAVIGAL NICE HANDBALL,MARCOS asier,J22,28,25,rencontre_D2H_2021_683.pdf,26,23,R,1,1,1,0,0,H,0,0,D2,2021,44,42,2,0.707106781186548
PADFUDH,ANGERS SCO HANDBALL,DUPIN guillaume,DIJON METROPOLE HB,CHADUTEAUD ulrich,J23,27,24,rencontre_D2H_2021_687.pdf,27,24,R,1,1,1,0,0,H,0,0,D2,2021,26,NA,NA,NA
PADFUDI,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J23,30,31,rencontre_D2H_2021_688.pdf,29,31,R,-1,-1,0,0,0,H,1,1,D2,2021,39,47,-8,-0.707106781186548
PADFUDN,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J23,30,33,rencontre_D2H_2021_693.pdf,30,32,R,-1,-1,0,0,0,H,0,0,D2,2021,NA,NA,NA,NA
PADFUDQ,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,CHAUDEUR louis,J24,29,30,rencontre_D2H_2021_696.pdf,29,29,R,0,-1,0,0,0,H,0,0,D2,2021,50,NA,NA,NA
PADFUDW,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,CAVIGAL NICE HANDBALL,MARCOS asier,J25,27,27,rencontre_D2H_2021_702.pdf,26,27,R,-1,0,1,1,0,H,0,0,D2,2021,41,45,-4,1
PADFUDX,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,GRAND NANCY METROPOLE HB,BRAUX benjamin,J25,28,27,rencontre_D2H_2021_703.pdf,27,26,R,1,1,1,1,1,H,0,0,D2,2021,42,NA,NA,NA
PADFUEB,VALENCE HANDBALL,FORETS eric,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,J25,28,26,rencontre_D2H_2021_707.pdf,27,26,R,1,1,1,0,1,H,0,0,D2,2021,41,NA,NA,NA
PADFUEG,CAVIGAL NICE HANDBALL,MARCOS asier,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J26,33,32,rencontre_D2H_2021_712.pdf,33,31,R,1,1,1,1,0,H,0,0,D2,2021,47,45,2,-0.707106781186547
PADGSUL,BREST BRETAGNE HANDBALL,BEZEAU laurent,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J4,26,25,rencontre_D1F_2021_7941.pdf,25,25,R,0,1,1,0,1,F,0,1,D1,2021,9,7,2,0.192897128868165
PADGYHM,C'CHARTRES METROPOLE HANDBALL,SALAET toni,HBC NANTES,RODRIGUEZ alberto,J2,24,25,rencontre_D1H_2021_360.pdf,24,25,R,-1,-1,0,0,1,H,0,0,D1,2021,1,3,-2,-0.877747259507158
PADHCQW,MERIGNAC HANDBALL,CARRARA philippe,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J2,22,24,rencontre_D1F_2021_7923.pdf,21,23,R,-1,-1,0,0,0,F,0,0,D1,2021,1,3,-2,-1.42886901662352
PADHFAP,DIJON METROPOLE HB,CHADUTEAUD ulrich,ANGERS SCO HANDBALL,DUPIN guillaume,J11,24,23,rencontre_D2H_2021_605.pdf,24,23,R,1,1,1,0,0,H,0,0,D2,2021,NA,12,NA,NA
PADHGXZ,CHAMBERY SAVOIE HB,MATHE erick,LIMOGES HAND,HAYATOUNE tarik,J3,29,32,rencontre_D1H_2021_368.pdf,29,32,R,-1,-1,0,0,0,H,0,0,D1,2021,4,NA,NA,NA
PADHIED,USAM NIMES GARD,MAURICE franck,US CRETEIL HANDBALL,MONTORIER pierre,J4,22,25,rencontre_D1H_2021_380.pdf,22,24,R,-1,-1,0,0,0,H,0,0,D1,2021,7,4,3,0.932091372259788
PADIYGQ,TREMBLAY HANDBALL,SILVA joel,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,J4,24,25,rencontre_D1H_2021_382.pdf,23,25,R,-1,-1,0,0,0,H,0,0,D1,2021,4,4,0,0
PADIYIQ,HBC ST AMAND LES EAUX PORTE DU HAINAUT,SAUVAL florence,TOULON,PUIGSEGUR laurent,J3,26,27,rencontre_D1F_2021_7930.pdf,26,27,R,-1,-1,0,0,0,F,0,0,D1,2021,NA,2,NA,NA
PADJQFX,C'CHARTRES METROPOLE HANDBALL,SALAET toni,CESSON RENNES METROPOLE HB,LERICHE sebastien,J4,25,28,rencontre_D1H_2021_376.pdf,24,27,R,-1,-1,0,0,0,H,0,0,D1,2021,2,5,-3,-1.4647150135511
PADLDPV,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,UMS PONTAULT-COMBAULT HANDBALL,HAMANI cherif,J3,25,24,rencontre_D2H_2021_549.pdf,24,23,R,1,1,1,0,0,H,0,0,D2,2021,NA,6,NA,NA
PADLLHF,US CRETEIL HANDBALL,MONTORIER pierre,ISTRES PROVENCE HANDBALL,DEROT gilles,J8,23,27,rencontre_D1H_2021_410.pdf,23,26,R,-1,-1,0,0,0,H,0,0,D1,2021,9,11,-2,-0.341155883809334
PADLMIP,PARIS,MESSAOUDI yacine,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J5,24,21,rencontre_D1F_2021_7943.pdf,24,21,R,1,1,1,0,1,F,0,0,D1,2021,10,9,1,0.847579379526013
PADLOHO,TREMBLAY HANDBALL,SILVA joel,MONTPELLIER HANDBALL,CANAYER patrice,J9,30,31,rencontre_D1H_2021_422.pdf,28,31,R,-1,-1,0,0,1,H,0,0,D1,2021,9,22,-13,-1.28219411133043
PADLUMI,HBC ST AMAND LES EAUX PORTE DU HAINAUT,SAUVAL florence,JDA DIJON HANDBALL,MAZEL christophe,J6,23,22,rencontre_D1F_2021_7954.pdf,22,22,R,0,1,1,0,1,F,1,0,D1,2021,NA,6,NA,NA
PADLVXB,SARAN LOIRET HB,COURTIAL fabien,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J6,25,28,rencontre_D2H_2021_573.pdf,24,27,R,-1,-1,0,0,0,H,0,0,D2,2021,NA,11,NA,NA
PADMFRF,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,MERIGNAC HANDBALL,CHAGNARD christophe,J6,28,26,rencontre_D1F_2021_7953.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2021,9,7,2,1.68676059069525
PADMFRG,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J8,28,27,rencontre_D1F_2021_7965.pdf,28,27,R,1,1,1,1,0,F,0,0,D1,2021,15,13,2,-1.16189500386223
PADMFRV,PARIS,MESSAOUDI yacine,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J9,30,28,rencontre_D1F_2021_7971.pdf,29,27,R,1,1,1,1,0,F,0,0,D1,2021,18,18,0,0
PADMFZR,TREMBLAY HANDBALL,SILVA joel,PARIS SAINT-GERMAIN HANDBALL,GUTIERREZ raul,J6,30,33,rencontre_D1H_2021_398.pdf,30,33,R,-1,-1,0,0,0,H,0,0,D1,2021,6,15,-9,-1.93750063043424
PADMGAL,ANGERS SCO HANDBALL,DUPIN guillaume,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J6,22,23,rencontre_D2H_2021_568.pdf,22,23,R,-1,-1,0,1,0,H,0,0,D2,2021,7,NA,NA,NA
PADMHJK,MONTPELLIER HANDBALL,CANAYER patrice,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,J10,26,21,rencontre_D1H_2021_427.pdf,24,21,R,1,1,1,0,0,H,0,0,D1,2021,25,18,7,0.658249262793544
PADMHKD,SELESTAT ALSACE HANDBALL,VIENNET christophe,VALENCE HANDBALL,FORETS eric,J10,27,27,rencontre_D2H_2021_601.pdf,27,26,R,1,0,0,1,0,H,0,0,D2,2021,21,14,7,0.707106781186548
PADMHKH,VALENCE HANDBALL,FORETS eric,MASSY ESSONNE HANDBALL,ROUSSEL jeremy,J9,22,24,rencontre_D2H_2021_595.pdf,21,23,R,-1,-1,0,0,0,H,0,0,D2,2021,13,17,-4,-0.572293089111655
PADMHLI,HBC ST AMAND LES EAUX PORTE DU HAINAUT,SAUVAL florence,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J8,23,21,rencontre_D1F_2021_7970.pdf,22,21,R,1,1,1,1,0,F,0,0,D1,2021,NA,17,NA,NA
PADMHLJ,BOURG DE PEAGE DROME HANDBALL,COMTE camille,TOULON,PUIGSEGUR laurent,J9,28,29,rencontre_D1F_2021_7976.pdf,28,29,R,-1,-1,0,0,0,F,1,1,D1,2021,18,12,6,1.31374803826532
PADMHRQ,DUNKERQUE HANDBALL GRAND LITTORAL,CAZAL patrick,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J8,25,26,rencontre_D1H_2021_407.pdf,25,26,R,-1,-1,0,0,1,H,0,0,D1,2021,14,17,-3,-0.545849414094935
PADMHRR,CESSON RENNES METROPOLE HB,LERICHE sebastien,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J9,23,24,rencontre_D1H_2021_415.pdf,22,24,R,-1,-1,0,0,0,H,1,0,D1,2021,13,20,-7,-0.582815505150196
PADMHST,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,GRAND NANCY METROPOLE HB,BRAUX benjamin,J9,24,28,rencontre_D2H_2021_591.pdf,24,27,R,-1,-1,0,0,0,H,0,0,D2,2021,NA,NA,NA,NA
PADMHTW,DIJON METROPOLE HB,CHADUTEAUD ulrich,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J9,31,29,rencontre_D2H_2021_592.pdf,30,27,R,1,1,1,0,0,H,0,0,D2,2021,NA,NA,NA,NA
PADMIAL,SAINT RAPHAEL VHB,FORTUNEANU dan,PROVENCE AIX UNIVERSITE CLUB HANDBALL,ANTI thierry,J7,26,29,rencontre_D1H_2021_405.pdf,26,28,R,-1,-1,0,0,0,H,1,0,D1,2021,NA,14,NA,NA
PADMIAM,USAM NIMES GARD,MAURICE franck,TREMBLAY HANDBALL,SILVA joel,J10,30,27,rencontre_D1H_2021_429.pdf,29,27,R,1,1,1,0,0,H,0,0,D1,2021,20,10,10,0.947236744019978
PADMIQO,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,SELESTAT ALSACE HANDBALL,VIENNET christophe,J9,21,20,rencontre_D2H_2021_589.pdf,21,20,R,1,1,1,0,1,H,0,1,D2,2021,13,20,-7,-1.10056363290703
PADMJJU,SAINT RAPHAEL VHB,FORTUNEANU dan,FENIX TOULOUSE HANDBALL,GARDENT philippe,J13,30,29,rencontre_D1H_2021_453.pdf,29,28,R,1,1,1,0,0,H,0,0,D1,2021,NA,24,NA,NA
PADMJPT,UNION SPORTIVE IVRY HANDBALL,QUINTALLET sebastien,FENIX TOULOUSE HANDBALL,GARDENT philippe,J11,24,25,rencontre_D1H_2021_434.pdf,24,25,R,-1,-1,0,0,1,H,1,0,D1,2021,13,20,-7,-1.14518237376102
PADMJQF,US CRETEIL HANDBALL,MONTORIER pierre,CHAMBERY SAVOIE HB,MATHE erick,J6,24,25,rencontre_D1H_2021_393.pdf,23,25,R,-1,-1,0,0,1,H,0,0,D1,2021,8,8,0,0
PADMKZB,GRAND NANCY METROPOLE HB,BRAUX benjamin,DIJON METROPOLE HB,CHADUTEAUD ulrich,J12,26,27,rencontre_D2H_2021_612.pdf,25,26,R,-1,-1,0,0,0,H,0,0,D2,2021,NA,NA,NA,NA
PADMNJW,OGC NICE COTE D'AZUR HANDBALL,MIRTILLO claude,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J6,28,24,rencontre_D1F_2021_7951.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2021,7,10,-3,-0.321287731560999
PADMNJX,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,J7,24,27,rencontre_D1F_2021_7959.pdf,23,25,R,-1,-1,0,0,0,F,0,0,D1,2021,11,12,-1,-0.455275525064223
PADMNJY,HANDBALL PLAN DE CUQUES,SPINCER angelique,JDA DIJON HANDBALL,MAZEL christophe,J8,19,21,rencontre_D1F_2021_7966.pdf,18,20,R,-1,-1,0,0,1,F,0,0,D1,2021,11,8,3,-0.387298334620742
PADMNKB,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,HANDBALL PLAN DE CUQUES,SPINCER angelique,J13,28,25,rencontre_D1F_2021_8005.pdf,27,24,R,1,1,1,0,0,F,0,0,D1,2021,26,16,10,1.51672795138622
PADMOCP,ES BESANCON FEMININ,TERVEL raphaelle,FLEURY LOIRET HANDBALL,CASSAN christophe,J12,32,31,rencontre_D1F_2021_7993.pdf,31,31,R,0,1,1,0,0,F,0,0,D1,2021,23,19,4,0.525754143954152
PADMONM,ES BESANCON FEMININ,TERVEL raphaelle,PARIS,MESSAOUDI yacine,J11,28,25,rencontre_D1F_2021_7985.pdf,27,24,R,1,1,1,0,0,F,0,1,D1,2021,20,23,-3,-0.753565717676837
PADMOQN,CLUB ATHLETIQUE BEGLAIS,LUBETH jean,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,J2,27,29,rencontre_D2F_2_2021_767.pdf,26,29,R,-1,-1,0,0,0,F,0,0,D2,2021,3,1,2,1.3228756555323
PADMOWX,SARREBOURG MOSELLE SUD HANDBALL,BONDANT christophe,GRAND NANCY METROPOLE HB,BRAUX benjamin,J6,26,25,rencontre_D2H_2021_574.pdf,25,24,R,1,1,1,1,0,H,1,0,D2,2021,7,NA,NA,NA
PADMPFL,SELESTAT ALSACE HANDBALL,VIENNET christophe,CAVIGAL NICE HANDBALL,MARCOS asier,J7,33,31,rencontre_D2H_2021_579.pdf,33,30,R,1,1,1,0,0,H,0,0,D2,2021,16,9,7,0.707106781186548
PADMPFO,ROCHECHOUART-ST-JUNIEN HANDBALL 87,PAQUIER nicolas,AS CANNES-MANDELIEU HANDBALL,POPOVIC jelena,J5,23,22,rencontre_D2F_2_2021_780.pdf,22,21,R,1,1,1,1,0,F,0,0,D2,2021,NA,6,NA,NA
PADMPFS,STELLA SPORTS SAINT MAUR HANDBALL,SAMSON remi,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,J11,25,24,rencontre_D2F_1_2021_746.pdf,25,24,R,1,1,1,0,0,F,1,1,D2,2021,25,23,2,0.738350384521184
PADMPFU,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,DIJON METROPOLE HB,CHADUTEAUD ulrich,J8,33,31,rencontre_D2H_2021_583.pdf,32,31,R,1,1,1,0,1,H,0,0,D2,2021,12,NA,NA,NA
PADMPFW,NOISY LE GRAND HANDBALL,GHERRAM farid,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,J9,23,24,rencontre_D2F_1_2021_740.pdf,23,23,R,0,-1,0,0,0,F,0,0,D2,2021,12,17,-5,-0.497770203652276
PADMPGA,BOURG DE PEAGE DROME HANDBALL,COMTE camille,FLEURY LOIRET HANDBALL,CASSAN christophe,J7,24,22,rencontre_D1F_2021_7963.pdf,23,21,R,1,1,1,1,0,F,0,0,D1,2021,14,12,2,0.130078721446921
PADMPGH,ES BESANCON FEMININ,TERVEL raphaelle,CHAMBRAY TOURAINE HANDBALL,DELARUE jerome,J8,27,31,rencontre_D1F_2021_7967.pdf,27,30,R,-1,-1,0,0,0,F,0,0,D1,2021,17,12,5,1.16189500386223
PADMPIE,HAVRE ATHLETIC CLUB HB,PELLAN stephane,NOISY LE GRAND HANDBALL,GHERRAM farid,J4,26,24,rencontre_D2F_1_2021_719.pdf,26,24,R,1,1,1,0,0,F,0,0,D2,2021,7,5,2,0.504016128774185
PADMPIO,TOULON,PUIGSEGUR laurent,SAINT-CYR VAR HANDBALL,SAURINA guillaume,J13,27,29,rencontre_D1F_2021_8003.pdf,26,29,R,-1,-1,0,0,0,F,0,0,D1,2021,20,NA,NA,NA
PADMPJU,FENIX TOULOUSE HANDBALL,GARDENT philippe,LIMOGES HAND,HAYATOUNE tarik,J16,31,33,rencontre_D1H_2021_477.pdf,30,32,R,-1,-1,0,0,1,H,1,0,D1,2021,28,NA,NA,NA
PADMPLS,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,BOURG DE PEAGE DROME HANDBALL,COMTE camille,J5,29,31,rencontre_D1F_2021_7947.pdf,29,31,R,-1,-1,0,0,0,F,0,0,D1,2021,8,10,-2,-0.67806350362081
PADMPQC,ACHENHEIM TRUCHTERSHEIM,DURAFFOURG aurelien,SAINT GREGOIRE RENNES METROPOLE HB,MANTES olivier,J10,26,23,rencontre_D2F_1_2021_743.pdf,25,22,R,1,1,1,0,0,F,1,0,D2,2021,20,17,3,0.142649350539364
PADMQFW,NANTES ATLANTIQUE HANDBALL,SAURINA guillaume,HBC ST AMAND LES EAUX PORTE DU HAINAUT,VASSEUR julien,J12,26,23,rencontre_D1F_2021_7995.pdf,26,23,R,1,1,1,0,0,F,0,0,D1,2021,25,NA,NA,NA
PADMQHE,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,DIJON METROPOLE HB,CHADUTEAUD ulrich,J7,32,33,rencontre_D2H_2021_575.pdf,32,32,R,0,-1,0,0,1,H,1,1,D2,2021,10,NA,NA,NA
PADMQHV,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J8,26,26,rencontre_D2H_2021_588.pdf,25,26,R,-1,0,1,0,1,H,0,0,D2,2021,NA,11,NA,NA
PADMQOQ,SARAN LOIRET HB,COURTIAL fabien,GRAND BESANCON DOUBS HANDBALL,ZOVKO dragan,J15,31,26,rencontre_D2H_2021_636.pdf,29,26,R,1,1,1,0,0,H,0,0,D2,2021,NA,22,NA,NA
PADMQUT,PARIS,MESSAOUDI yacine,OGC NICE COTE D'AZUR HANDBALL,KOLEV marjan,J7,20,24,rencontre_D1F_2021_7957.pdf,20,23,R,-1,-1,0,0,0,F,0,0,D1,2021,16,10,6,0.910551050128447
PADMQXJ,JS CHERBOURGEOISE MANCHE HB,BOUGEANT frederic,BILLERE HANDBALL PAU PYRENEES,DEHERME daniel,J7,29,31,rencontre_D2H_2021_576.pdf,29,31,R,-1,-1,0,0,0,H,0,1,D2,2021,NA,9,NA,NA
PADMRWQ,CESSON RENNES METROPOLE HB,LERICHE sebastien,ISTRES PROVENCE HANDBALL,DEROT gilles,J17,26,27,rencontre_D1H_2021_479.pdf,25,26,R,-1,-1,0,0,0,H,0,1,D1,2021,25,25,0,0
PADMRWR,GRAND NANCY METROPOLE HB,BRAUX benjamin,E. STRASBOURG SCHILTIGHEIM ALSACE HANDBALL,LATHOUD denis,J15,30,33,rencontre_D2H_2021_634.pdf,30,33,R,-1,-1,0,0,0,H,1,0,D2,2021,NA,NA,NA,NA
PADMRWT,BOUILLARGUES HANDBALL NIMES METROPOLE,CENDRE delphine,ROCHECHOUART-ST-JUNIEN HANDBALL,PAQUIER nicolas,J6,27,24,rencontre_D2F_2_2021_783.pdf,25,23,R,1,1,1,0,0,F,0,0,D2,2021,11,11,0,0
PADMRYV,LIMOGES HAND,HAYATOUNE tarik,SAINT RAPHAEL VHB,FORTUNEANU dan,J17,31,29,rencontre_D1H_2021_484.pdf,30,28,R,1,1,1,1,0,H,0,0,D1,2021,NA,NA,NA,NA
