"code_rencontre","club_recevant","coach_recevant","club_visiteur","coach_visiteur","score_final_r","score_final_v","fichier","journee","score_recevant_59_min","score_visiteur_59_min","equipe","statut_59_min","statut_final","effet_positif","TM_derniere_min","TM_derniere_min_adverse","HF","DM","DM_adverse","division","saison","club_ref","club_opp","points_classement","points_opp","diff_classement"
"TAEUTJC","HAVRE ATHLETIC CLUB HB","PELLAN stephane","BOUILLARGUES HANDBALL NIMES MEDITERRANEE","CENDRE delphine",37,41,"rencontre_D2F_1_2324_348.pdf","J19",37,39,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","havre athletic club hb","bouillargues handball nimes mediterranee",42,41,-1
"TAEUTJF","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","LOMME LILLE METROPOLE HB","WORM laurent",25,23,"rencontre_D2F_1_2324_351.pdf","J19",24,22,"R",1,1,1,0,0,"F",1,1,"D2","2324","saint gregoire rennes metropole hb","lomme lille metropole hb",43,40,-3
"TAEUTJQ","BOUILLARGUES HANDBALL NIMES MEDITERRANEE","CENDRE delphine","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc",34,35,"rencontre_D2F_1_2324_362.pdf","J21",33,34,"R",-1,-1,0,1,1,"F",0,0,"D2","2324","bouillargues handball nimes mediterranee","stade pessacais union club handball",41,60,19
"TAEUTJU","LE POUZIN HB 07","KIEFFER sylvain","LOMME LILLE METROPOLE HB","WORM laurent",30,28,"rencontre_D2F_1_2324_366.pdf","J21",30,28,"R",1,1,1,0,1,"F",0,0,"D2","2324","le pouzin hb 07","lomme lille metropole hb",39,40,1
"TAEUTKB","LOMME LILLE METROPOLE HB","WORM laurent","BOUILLARGUES HANDBALL NIMES MEDITERRANEE","CENDRE delphine",29,25,"rencontre_D2F_1_2324_373.pdf","J22",28,25,"R",1,1,1,0,0,"F",0,0,"D2","2324","lomme lille metropole hb","bouillargues handball nimes mediterranee",40,41,1
"TAEUTKG","BOUILLARGUES HANDBALL NIMES MEDITERRANEE","CENDRE delphine","LE POUZIN HB","KIEFFER sylvain",22,24,"rencontre_D2F_1_2324_378.pdf","J23",22,23,"R",-1,-1,0,1,1,"F",0,0,"D2","2324","bouillargues handball nimes mediterranee","le pouzin hb 07",41,39,-2
"TAEUTKH","HAVRE ATHLETIC CLUB HB","PELLAN stephane","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry",24,24,"rencontre_D2F_1_2324_379.pdf","J23",22,24,"R",-1,0,1,0,0,"F",0,1,"D2","2324","havre athletic club hb","celles sur belle mellois en poitou",42,57,15
"TAEUTKI","ASUL VAULX EN VELIN","MODENEL sebastien","LOMME LILLE METROPOLE HB","WORM laurent",26,27,"rencontre_D2F_1_2324_380.pdf","J23",26,27,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","asul vaulx en velin","lomme lille metropole hb",38,40,2
"TAEUTKK","LOMME LILLE METROPOLE HB","WORM laurent","NOISY-LE-GRAND HANDBALL","GHERRAM farid",24,25,"rencontre_D2F_1_2324_382.pdf","J24",24,25,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","lomme lille metropole hb","noisy-le-grand handball",40,49,9
"TAEUTKN","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",22,22,"rencontre_D2F_1_2324_385.pdf","J24",22,21,"R",1,0,0,1,0,"F",0,0,"D2","2324","club athletique beglais","handball clermont auvergne metropole 63",53,54,1
"TAEUTKQ","LE POUZIN HB 07","KIEFFER sylvain","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier",21,21,"rencontre_D2F_1_2324_388.pdf","J24",21,19,"R",1,0,0,0,0,"F",1,1,"D2","2324","le pouzin hb 07","saint gregoire rennes metropole hb",39,43,4
"TAEUTKV","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien","TOULOUSE FEMININ HANDBALL","VEDEL fabien",35,33,"rencontre_D2F_1_2324_393.pdf","J25",34,31,"R",1,1,1,1,0,"F",0,0,"D2","2324","club athletique beglais","toulouse feminin handball",53,35,-18
"TAEUTKY","BOUILLARGUES HANDBALL NIMES MEDITERRANEE","CENDRE delphine","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",23,22,"rencontre_D2F_1_2324_396.pdf","J26",23,21,"R",1,1,1,0,0,"F",0,0,"D2","2324","bouillargues handball nimes mediterranee","handball clermont auvergne metropole 63",41,54,13
"TAEUTLA","TOULOUSE FEMININ HANDBALL","VEDEL fabien","ASUL VAULX EN VELIN","MODENEL sebastien",26,26,"rencontre_D2F_1_2324_398.pdf","J26",25,26,"R",-1,0,1,0,0,"F",0,1,"D2","2324","toulouse feminin handball","asul vaulx en velin",35,38,3
"TAEUTLD","STADE PESSACAIS UNION CLUB HANDBALL","HOAREAU marc","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",29,31,"rencontre_D2F_1_2324_401.pdf","J26",28,31,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","stade pessacais union club handball","club athletique beglais",60,53,-7
"TAEUTLE","LE POUZIN HB 07","KIEFFER sylvain","NOISY-LE-GRAND HANDBALL","GHERRAM farid",23,24,"rencontre_D2F_1_2324_402.pdf","J26",21,24,"R",-1,-1,0,0,1,"F",0,0,"D2","2324","le pouzin hb 07","noisy-le-grand handball",39,49,10
"TAEUUNK","VALENCE HANDBALL","BENKAHLA aziz","CAEN HANDBALL","BEDOS roch",32,30,"rencontre_D2H_2324_526.pdf","J5",32,30,"R",1,1,1,1,1,"H",0,1,"D2","2324","valence handball","caen handball",20,18,-2
"TAEUWZV","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS","STRASBOURG ACHENHEIM TRUCHTERSHEIM HANDBALL","BASNY jan",27,28,"rencontre_D1F_2324_592.pdf","J10",27,28,"R",-1,-1,0,1,0,"F",0,0,"D1","2324","st amand handball -  porte du hainaut","strasbourg achenheim truchtersheim handball",38,39,1
"TAEVKAO","PARIS 92","MESSAOUDI yacine","LES NEPTUNES DE NANTES","THOMSEN helle",26,27,"rencontre_D1F_2324_581.pdf","J8",25,27,"R",-1,-1,0,1,0,"F",0,0,"D1","2324","paris 92","les neptunes de nantes",62,64,2
"TAEVVSA","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu","HANDBALL PLAN DE CUQUES","SPINCER angelique",22,23,"rencontre_D1F_2324_585.pdf","J9",21,22,"R",-1,-1,0,1,1,"F",1,0,"D1","2324","chambray touraine handball","handball plan de cuques",56,53,-3
"TAEVVSB","ES BESANCON FEMININ","MIZOULE sebastien","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",23,25,"rencontre_D1F_2324_590.pdf","J10",23,25,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","es besancon feminin","chambray touraine handball",53,56,3
"TAEVWBL","CESSON RENNES METROPOLE HB","LERICHE sebastien","SARAN LOIRET HB","COURTIAL fabien",15,16,"rencontre_D1H_2324_441.pdf","J1",13,14,"R",-1,-1,0,0,0,"H",1,1,"D1","2324","cesson rennes metropole hb","saran loiret hb",23,15,-8
"TAEWKJG","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","SAINT-RAPHAEL VHB","BRAUX benjamin",34,29,"rencontre_D1H_2324_503.pdf","J8",32,29,"R",1,1,1,1,0,"H",0,1,"D1","2324","fenix toulouse handball","saint-raphael vhb",39,28,-11
"TAEYAPD","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","SAMBRE AVESNOIS HANDBALL","PETIT clement",31,32,"rencontre_D2F_1_2324_249.pdf","J5",31,31,"R",0,-1,0,0,0,"F",0,0,"D2","2324","celles sur belle mellois en poitou","sambre avesnois handball",57,64,7
"TAEYGQP","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","US IVRY HANDBALL","DINART didier",31,29,"rencontre_D1H_2324_475.pdf","J5",30,28,"R",1,1,1,1,0,"H",0,1,"D1","2324","limoges hand 87","us ivry handball",36,16,-20
"TAEYRIN","HANDBALL CLUB COURNON D'AUVERGNE","KOLEV marjan","ANGERS SCO HANDBALL","TEJ issam",31,32,"rencontre_D2H_2324_520.pdf","J5",31,31,"R",0,-1,0,1,0,"H",1,0,"D2","2324","handball club cournon d'auvergne","angers sco handball",18,13,-5
"TAEZCOS","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","HANDBALL CLERMONT AUVERGNE METROPOLE","SAUVAL florence",25,22,"rencontre_D2F_1_2324_347.pdf","J19",25,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","celles sur belle mellois en poitou","handball clermont auvergne metropole 63",57,54,-3
"TAEZETH","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",35,32,"rencontre_D1H_2324_496.pdf","J8",33,31,"R",1,1,1,0,0,"H",0,0,"D1","2324","provence aix universite club handball","limoges hand 87",30,36,6
"TAEZMRU","SAINT GREGOIRE RENNES METROPOLE HB","MANTES olivier","HAVRE ATHLETIC CLUB HB","PELLAN stephane",23,22,"rencontre_D2F_1_2324_260.pdf","J6",23,22,"R",1,1,1,0,0,"F",0,0,"D2","2324","saint gregoire rennes metropole hb","havre athletic club hb",43,42,-1
"TAEZPSY","TOULOUSE FEMININ HANDBALL","VEDEL fabien","BOUILLARGUES HANDBALL NIMES METROPOLE","CENDRE delphine",29,31,"rencontre_D2F_1_2324_261.pdf","J6",29,31,"R",-1,-1,0,0,0,"F",1,0,"D2","2324","toulouse feminin handball","bouillargues handball nimes metropole",35,NA,NA
"TAEZRXY","NOISY-LE-GRAND HANDBALL","GHERRAM farid","TOULOUSE FEMININ HANDBALL","VEDEL fabien",24,23,"rencontre_D2F_1_2324_271.pdf","J8",23,23,"R",0,1,1,1,1,"F",1,1,"D2","2324","noisy-le-grand handball","toulouse feminin handball",49,35,-14
"TAEZWAD","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","MASSY ESSONNE HB","LEFEBVRE thomas",27,30,"rencontre_D2H_2324_604.pdf","J15",26,28,"R",-1,-1,0,0,1,"H",1,0,"D2","2324","pontault-combault handball","massy essonne hb",37,18,-19
"TAEZWAE","PONTAULT-COMBAULT HANDBALL","SAURINA guillaume","BILLERE HANDBALL PAU PYRENEES","DEHERME daniel",32,29,"rencontre_D2H_2324_565.pdf","J10",31,29,"R",1,1,1,0,1,"H",0,0,"D2","2324","pontault-combault handball","billere handball pau pyrenees",37,24,-13
"TAFAJZA","LIMOGES HAND 87","ENTRERRIOS RODRIGUEZ alberto","USAM NIMES GARD","CHAUVET jerome",32,29,"rencontre_D1H_2324_532.pdf","J12",31,29,"R",1,1,1,1,0,"H",0,1,"D1","2324","limoges hand 87","usam nimes gard",36,32,-4
"TAFASXQ","SAINT-RAPHAEL VHB","BRAUX benjamin","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",39,37,"rencontre_D1H_2324_543.pdf","J13",38,37,"R",1,1,1,1,0,"H",0,0,"D1","2324","saint-raphael vhb","limoges hand 87",28,36,8
"TAFCIYI","HBC NANTES","COJEAN gregory","MONTPELLIER HANDBALL","CANAYER patrice",31,30,"rencontre_D1H_2324_557.pdf","J15",29,29,"R",0,1,1,0,0,"H",0,0,"D1","2324","hbc nantes","montpellier handball",54,48,-6
"TAFDBKQ","HANDBALL CLERMONT AUVERGNE METROPOLE 63","SAUVAL florence","CELLES SUR BELLE MELLOIS EN POITOU","MARTIN maxime",26,28,"rencontre_D2F_1_2324_290.pdf","J10",26,27,"R",-1,-1,0,1,0,"F",0,0,"D2","2324","handball clermont auvergne metropole 63","celles sur belle mellois en poitou",54,57,3
"TAFDEYR","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","USAM NIMES GARD","CHAUVET jerome",27,30,"rencontre_D1H_2324_545.pdf","J14",27,28,"R",-1,-1,0,1,1,"H",0,0,"D1","2324","c'chartres metropole handball","usam nimes gard",20,32,12
"TAFFMRS","US IVRY HANDBALL","DINART didier","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel",31,29,"rencontre_D1H_2324_571.pdf","J17",29,28,"R",1,1,1,1,0,"H",0,0,"D1","2324","us ivry handball","fenix toulouse handball",16,39,23
"TAFFQBZ","SELESTAT ALSACE HANDBALL","BUSSELIER laurent","FRONTIGNAN THAU HANDBALL","ANTONIO MARCOS asier",26,25,"rencontre_D2H_2324_613.pdf","J16",26,25,"R",1,1,1,0,0,"H",0,0,"D2","2324","selestat alsace handball","frontignan thau handball",36,30,-6
"TAFFTGI","MERIGNAC HANDBALL","CHAGNARD christophe","ST AMAND HANDBALL - PORTE DU HAINAUT","SZABO edina - BORSOS",30,33,"rencontre_D1F_2324_642.pdf","J17",30,32,"R",-1,-1,0,0,1,"F",0,0,"D1","2324","merignac handball","st amand handball -  porte du hainaut",40,38,-2
"TAFFTXT","PAYS AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","DIJON METROPOLE HB","CHADUTEAUD ulrich",33,34,"rencontre_D1H_2324_567.pdf","J16",32,33,"R",-1,-1,0,0,0,"H",0,1,"D1","2324","provence aix universite club handball","dijon metropole hb",30,10,-20
"TAFFVUK","STELLA SAINT-MAUR HANDBALL","GARCIA CARRACEDO felix","CHAMBRAY TOURAINE HANDBALL","LANFRANCHI mathieu",19,19,"rencontre_D1F_2324_644.pdf","J17",18,19,"R",-1,0,1,0,1,"F",0,0,"D1","2324","stella saint-maur handball","chambray touraine handball",35,56,21
"TAFHFRA","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","CLUB ATHLETIQUE BEGLAIS","VASSEUR julien",26,27,"rencontre_D2F_1_2324_354.pdf","J20",24,26,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","celles sur belle mellois en poitou","club athletique beglais",57,53,-4
"TAFHIYO","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","CESSON RENNES METROPOLE HB","LERICHE sebastien",29,31,"rencontre_D1H_2324_631.pdf","J24",27,30,"R",-1,-1,0,0,0,"H",0,1,"D1","2324","fenix toulouse handball","cesson rennes metropole hb",39,23,-16
"TAFHMUG","LOMME LILLE METROPOLE HB","WORM laurent","HAVRE ATHLETIC CLUB HB","PELLAN stephane",27,29,"rencontre_D2F_1_2324_358.pdf","J20",26,28,"R",-1,-1,0,0,0,"F",0,0,"D2","2324","lomme lille metropole hb","havre athletic club hb",40,42,2
"TAFHNIS","TOULON METROPOLE VAR HANDBALL","DA SILVA joel","HANDBALL PLAN DE CUQUES","SPINCER angelique",33,32,"rencontre_D1F_2324_689.pdf","J24",33,32,"R",1,1,1,0,1,"F",0,0,"D1","2324","toulon metropole var handball","handball plan de cuques",37,53,16
"TAFHODU","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",31,32,"rencontre_D1H_2324_634.pdf","J25",30,31,"R",-1,-1,0,0,1,"H",0,1,"D1","2324","c'chartres metropole handball","provence aix universite club handball",20,30,10
"TAFHOYS","BOUILLARGUES HANDBALL NIMES MEDITERRANEE","CENDRE delphine","SAMBRE AVESNOIS HANDBALL","PETIT clement",27,29,"rencontre_D2F_1_2324_383.pdf","J24",26,29,"R",-1,-1,0,0,0,"F",0,1,"D2","2324","bouillargues handball nimes mediterranee","sambre avesnois handball",41,64,23
"TAFHRBQ","CELLES SUR BELLE MELLOIS EN POITOU","VINCENT thierry","NOISY-LE-GRAND HANDBALL","GHERRAM farid",25,23,"rencontre_D2F_1_2324_374.pdf","J22",24,23,"R",1,1,1,0,0,"F",0,0,"D2","2324","celles sur belle mellois en poitou","noisy-le-grand handball",57,49,-8
"TAFHVBK","FENIX TOULOUSE HANDBALL","ANDELKOVIC danijel","SARAN LOIRET HB","ROUSSEL jeremy",29,30,"rencontre_D1H_2324_647.pdf","J26",29,29,"R",0,-1,0,1,0,"H",0,1,"D1","2324","fenix toulouse handball","saran loiret hb",39,15,-24
"TAFHVBL","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe","SAINT-RAPHAEL VHB","BRAUX benjamin",28,27,"rencontre_D1H_2324_640.pdf","J26",26,27,"R",-1,1,1,1,0,"H",0,0,"D1","2324","provence aix universite club handball","saint-raphael vhb",30,28,-2
"TAFHVDQ","CESSON RENNES METROPOLE HB","LERICHE sebastien","PROVENCE AIX UNIVERSITE CLUB HANDBALL","GARDENT philippe",29,30,"rencontre_D1H_2324_648.pdf","J27",28,29,"R",-1,-1,0,1,1,"H",0,0,"D1","2324","cesson rennes metropole hb","provence aix universite club handball",23,30,7
"TAFHVDR","US CRETEIL HANDBALL","BARBEITO DELGADO fernando","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",32,32,"rencontre_D1H_2324_650.pdf","J27",31,32,"R",-1,0,1,1,0,"H",0,0,"D1","2324","us creteil handball","limoges hand 87",16,36,20
"TAFHXWO","TOULOUSE FEMININ HANDBALL","VEDEL fabien","HAVRE ATHLETIC CLUB HB","PELLAN stephane",27,26,"rencontre_D2F_1_2324_384.pdf","J24",26,25,"R",1,1,1,0,1,"F",0,0,"D2","2324","toulouse feminin handball","havre athletic club hb",35,42,7
"TAFHYOZ","US IVRY HANDBALL","DINART didier","C'CHARTRES METROPOLE HANDBALL","STOJINOVIC nebojsa",32,33,"rencontre_D1H_2324_659.pdf","J28",31,33,"R",-1,-1,0,0,0,"H",0,1,"D1","2324","us ivry handball","c'chartres metropole handball",16,20,4
"TAFIANV","USAM NIMES GARD","CHAUVET jerome","LIMOGES HAND","ENTRERRIOS RODRIGUEZ alberto",34,37,"rencontre_D1H_2324_670.pdf","J29",34,35,"R",-1,-1,0,0,0,"H",0,1,"D1","2324","usam nimes gard","limoges hand 87",32,36,4
